Time,Object_Name,X,Y,Z
10/4/2002,90000190,1.77892239,4.02686442,1.72847858
10/19/2002,SUN,0.00081765,-0.00464513,-0.00199227
10/27/2002,-122911,0.83109645,0.49661546,0.21543766
10/28/2002,301,0.82030155,0.51211047,0.22220646
7/23/2003,-122911,0.50602467,-0.81309535,-0.35250845
7/24/2003,Dinkinesh,-0.40930327,1.71667897,0.82100584
10/10/2003,Leucus,-2.91203639,-4.25872628,-2.11923352
4/14/2005,399,-0.91139218,-0.37503585,-0.16271477
9/28/2005,Orus,-1.25221739,-4.7486254,-2.09264709
10/2/2005,Mathilde,1.29623311,-1.44382248,-0.43410392
10/3/2005,Itokawa,-1.05585941,0.14444883,0.09492242
10/3/2005,90000855,4.2346494,-1.98703476,-0.94457207
12/16/2006,199,-0.32029391,-0.28203227,-0.11768013
2/5/2007,Ryugu,-0.93301736,-0.74634801,-0.39360394
2/13/2007,301,-0.79479185,0.53673216,0.23232951
1/15/2008,Itokawa,1.42410192,0.78048716,0.30642639
1/16/2008,299,-0.6401617,-0.31326385,-0.10057774
6/22/2009,433,1.1880583,-1.22338821,-0.48054605
8/18/2009,-122911,0.82640827,-0.52870637,-0.22911983
8/25/2009,Lutetia,-1.69663447,1.98944058,0.98045534
1/25/2010,Orus,4.45021011,1.81897333,1.42473146
5/10/2010,90000855,-1.33388876,-1.09768533,-0.36769976
5/15/2010,90000191,-2.08014492,1.20182274,1.0230054
5/17/2010,Vesta,-2.2816461,0.13966067,0.35340996
5/17/2010,Dinkinesh,-1.69099754,1.02907552,0.51336305
5/26/2010,199,0.18872224,-0.3398059,-0.20168575
5/26/2010,299,-0.60052897,0.35187566,0.19604014
5/28/2010,299,-0.62221399,0.31994754,0.1830473
6/11/2010,90000190,-2.10038553,0.91743812,0.88040171
6/11/2010,90000191,-2.1003858,0.91743614,0.8804005
6/12/2010,301,-0.16575837,-0.91570598,-0.39685408
6/12/2010,Apophis,-0.76977996,0.73318941,0.25323089
6/14/2010,Eurybates,1.49865471,3.95695199,2.05354048
6/14/2010,Mathilde,1.97533475,0.28351653,0.08366077
6/14/2010,Bennu,1.00752104,-0.29467695,-0.17113544
6/19/2010,Orus,3.81676768,2.72453294,1.68677239
8/19/2010,Polymele,0.9165203,3.98917883,2.28540622
8/19/2010,Itokawa,0.43144162,-0.89493225,-0.41140846
9/11/2010,433,-0.90130717,-0.9604937,-0.70781436
9/11/2010,Polymele,0.73335098,4.00736414,2.33464026
9/18/2010,Leucus,-0.10717225,4.708101,1.65967451
10/10/2010,Donaldjohanson,-2.15377482,-0.32672391,-0.31683514
10/17/2010,Mathilde,1.43280236,1.70882969,0.51152904
10/22/2010,Apophis,-0.23823382,-0.76422346,-0.29021294
10/22/2010,90000855,0.29251332,-2.46788869,-0.96494078
1/23/2011,-122911,-0.53212823,0.76250544,0.33052153
5/7/2011,301,-0.70530871,-0.66303815,-0.28744484
6/27/2011,SUN,-0.00388438,-0.00032454,-0.0001281
6/28/2011,SUN,-0.00388183,-0.00032978,-0.00013042
7/30/2011,Donaldjohanson,-0.33764544,-2.48339681,-1.07630106
8/4/2011,Leucus,-2.47909072,4.35778341,1.04780395
8/14/2011,299,-0.545909,0.41562528,0.22132732
8/15/2011,90000855,3.00559224,-2.5921187,-1.12694658
8/16/2011,399,0.80131811,-0.56430661,-0.24463365
8/16/2011,Eurybates,-1.93457882,3.7500699,2.32043322
8/18/2011,299,-0.59562188,0.35571626,0.19751934
9/10/2011,Donaldjohanson,0.05693213,-2.55308426,-1.07289063
5/26/2012,Mathilde,-3.10092086,1.21947121,0.36805126
7/11/2012,SUN,-0.00230531,-0.00188631,-0.00083965
7/11/2012,199,-0.13022475,-0.40297088,-0.20182906
7/21/2012,90000855,4.7918763,-1.44250929,-0.75832137
7/22/2012,Orus,-1.58309509,4.44719857,1.52626303
7/25/2012,Orus,-1.60525316,4.44165311,1.52056842
7/25/2012,Vesta,1.7558899,1.76999693,0.47510811
11/18/2012,599,1.7432264,4.3686977,1.83001797
10/1/2014,Polymele,-4.91695092,-2.57395151,-0.57911646
10/1/2014,Apophis,-0.10969053,0.93145588,0.34336492
2/27/2015,Braille,2.46966344,1.30383112,1.38384832
3/14/2015,Apophis,-0.47497193,-0.70759591,-0.27549781
4/27/2015,Annefrank,-0.36767387,-2.12368949,-0.80150689
4/27/2015,Apophis,0.36490191,-0.63481806,-0.2270736
6/26/2015,399,0.07251561,-0.93023767,-0.40343728
12/18/2015,Annefrank,1.88939129,-1.2548827,-0.61784196
12/22/2015,Braille,1.21079824,2.90134916,1.02940928
12/27/2015,Ryugu,-1.01896836,0.26781867,-0.00169675
2/20/2016,90000190,-2.06634125,0.2915883,0.5503771
3/21/2016,Mathilde,-2.19384884,2.28920783,0.68866688
6/18/2016,Annefrank,2.2035592,0.54759742,0.06239669
7/31/2016,Dinkinesh,-0.6106815,1.67771895,0.80506542
8/2/2016,Leucus,-1.15388714,-5.06098388,-2.0440798
8/3/2016,Annefrank,1.99481793,0.98825074,0.24825814
4/13/2018,299,0.15118866,0.65214424,0.2837235
7/23/2018,Polymele,3.14777797,-3.25674079,-2.67256496
7/23/2018,Apophis,-1.07176893,0.11164238,0.01465488
7/18/2019,Annefrank,2.28337746,-0.24150846,-0.25044474
7/18/2019,Patroclus,-5.49612416,-2.0128873,0.27131449
7/19/2019,Ryugu,0.84174356,0.57342335,0.31570979
8/20/2019,Bennu,-0.46589833,-1.10258493,-0.62200127
8/24/2019,599,-0.44526214,-4.82731897,-2.05832202
9/24/2019,599,-0.21465606,-4.82849523,-2.06443867
4/29/2020,90000855,5.09902038,0.88013961,0.12568259
5/7/2021,Patroclus,-2.61319141,-4.02485693,-2.41112866
11/28/2021,Braille,2.35349376,0.01503167,1.13428691
1/25/2022,SUN,-0.00865824,0.00281414,0.00141247
1/31/2022,199,-0.35247787,0.08838365,0.08276382
2/5/2022,Eurybates,1.95281035,3.84967381,1.94167175
2/15/2022,-122911,-0.82697394,0.50993052,0.22120042
2/16/2022,SUN,-0.00872424,0.0026409,0.00134071
3/2/2022,599,4.78663949,-1.18941967,-0.62633605
3/10/2022,Apophis,-0.95329333,-0.33002065,-0.14613992
8/23/2022,Donaldjohanson,-0.25741866,-2.50445827,-1.07757684
